;artist;genre
379;Antigone Rising;['lilith']
380;Elvin Bishop;['blues', 'blues-rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'southern rock']
381;Big Joe Turner;['blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'traditional blues']
382;Foo Fighters;['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']
383;Jaguares;['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']
384;Warrant;['album rock', 'glam metal', 'hard rock', 'rock']
385;We Show Up On Radar;['deep indie rock']
386;Alexisonfire;['canadian rock', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']
387;Otis Taylor;['acoustic blues', 'blues', 'country blues']
388;Die Symphony;['neo-industrial rock']
389;Giorgos Sabanis;['entehno', 'laiko']
390;Mark Lowry;['country gospel', 'southern gospel']
391;John Mayer;['neo mellow', 'pop', 'pop rock', 'singer-songwriter']
392;Kenny Price;['deep contemporary country']
393;Moonsorrow;['black metal', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'pagan black metal', 'symphonic black metal', 'viking metal']
394;Aeoliah;['healing', 'meditation', 'new age']
395;Tammy Pescatelli;['deep comedy']
396;Luar Na Lubre;['celtic', 'galician folk', 'spanish folk']
397;Mil;['west coast trap']
398;The Small Knives;['australian indie']
399;Freedom;['shimmer pop']
400;Walter Jackson;['chicago soul', 'classic soul']
401;Loketo;['soukous']
402;Take It Back!;['christian hardcore']
403;Big Maybelle;['blues', 'jump blues', 'rhythm and blues', 'southern soul']
404;Butthole Surfers;['alternative rock', 'experimental', 'experimental rock', 'funk rock', 'grunge', 'neo-psychedelic', 'noise rock', 'post-hardcore', 'post-punk', 'punk']
405;Tito Puente;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa']
406;brokeNCYDE;['crunk', 'electropowerpop', 'screamo']
407;Lionel Richie;['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']
408;Gustavo Cerati;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
409;Life Long Tragedy;['melodic hardcore', 'straight edge']
410;Toby Love;['bachata', 'latin', 'latin hip hop', 'tropical']
411;The Cortinas;['deep punk rock']
412;Inoki;['italian hip hop']
413;Roy Brown;['jump blues', 'rhythm and blues']
414;Seventh Day Slumber;['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']
415;Leon Lai;['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'vintage chinese pop']
416;Telecast;['christian rock']
417;Tom Petty;['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']
418;Sandi Thom;['candy pop', 'scottish singer-songwriter']
419;Cheo Feliciano;['bolero', 'boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']
420;Dynamite Deluxe;['german hip hop']
421;Bullet For My Valentine;['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock', 'screamo']
422;Various Production;['bass music', 'dubstep']
423;MDO;['latin', 'latin pop']
424;Drowning Pool;['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']
425;Gang Of Four;['alternative rock', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'experimental rock', 'garage rock', 'indie rock', 'industrial', 'lo-fi', 'neo-psychedelic', 'new wave', 'no wave', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'punk', 'uk post-punk']
426;Art Ensemble Of Chicago;['avant-garde jazz', 'experimental', 'fourth world', 'free improvisation', 'free jazz']
427;Johnny Copeland;['blues', 'electric blues', 'texas blues']
428;Loudon Wainwright III;['country rock', 'folk', 'folk rock', 'roots rock', 'singer-songwriter', 'traditional folk']
429;Every Time I Die;['chaotic hardcore', 'mathcore', 'melodic metalcore', 'metalcore', 'post-hardcore', 'progressive post-hardcore', 'screamo']
430;Y&T;['album rock', 'glam metal', 'hard rock', 'metal', 'nwobhm', 'rock', 'sleaze rock']
431;Sugarbomb;['grunge pop']
432;Zeltinger Band;['german rock']
433;F.I.R.;['mandopop']
434;Cowboy Mouth;['alternative roots rock']
435;Henri Pousseur;['acousmatic', 'avant-garde', 'belgian contemporary classical', 'musique concrete', 'serialism']
436;Vickie Winans;['gospel']
437;Avril;['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']
438;Darryl Worley;['contemporary country', 'country', 'country road', 'modern country rock']
439;Throw The Fight;['hard alternative', 'pixie', 'post-screamo']
440;Cadacross;['finnish metal', 'folk metal', 'melodic death metal']
441;The Blind Boys Of Alabama;['gospel singers']
442;Faiz Ali Faiz;['qawwali']
443;Will To Will;['freestyle']
444;Vic Chou;['mandopop']
445;Jim Kweskin;['jug band']
446;Marion Harris;['vaudeville']
447;Archie Bell and The Drells;['classic soul', 'disco', 'motown', 'northern soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']
448;Michael Whalen;['healing', 'new age']
449;GWAR;['alternative metal', 'comic', 'crossover thrash', 'funk rock', 'groove metal', 'metal', 'nu metal', 'speed metal', 'thrash metal']
450;Cassie;['dance pop', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']
451;Chet Atkins;['nashville sound', 'traditional country']
452;Barenaked Ladies;['alternative rock', 'canadian indie', 'canadian pop', 'canadian rock', 'comic', 'pop rock', 'post-grunge']
453;Sonny James;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
454;Fort Minor;['nu metal', 'pop rap', 'rap metal', 'rap rock']
455;Scott Krippayne;['christian music']
456;Soulwax;['alternative dance', 'belgian indie', 'big beat', 'dance-punk', 'electro house', 'electroclash', 'electronic', 'filter house', 'indietronica', 'mashup', 'new rave']
457;Kommunity FK;['gothic rock']
458;Professor Longhair;['blues', 'boogie-woogie', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'traditional blues']
459;Giorgos Tsalikis;['entehno', 'laiko']
460;Eason Chan;['c-pop', 'cantopop', 'mandopop']
461;Kaija Koo;['classic iskelma', 'finnish dance pop', 'finnish hip hop', 'finnish pop', 'iskelma', 'suomi rock']
462;John Michael Talbot;['christian relaxative', 'rosary', 'worship']
463;Hot Club Of Detroit;['gypsy jazz']
464;X-ecutioners;['turntablism']
465;Janet Jackson;['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']
466;DJ Nasty;['trap music']
467;Paul Rodgers;['blues-rock', 'british blues', 'electric blues', 'modern blues', 'southern rock']
468;Dream Warriors;['hip hop', 'jazz rap']
469;Peter Spence;['lovers rock']
470;Regina Belle;['funk', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']
471;John Hiatt;['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'outlaw country', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'traditional folk']
472;Nickelback;['alternative metal', 'canadian pop', 'canadian rock', 'nu metal', 'post-grunge']
473;Elliot Goldenthal;['classic soundtrack', 'soundtrack']
474;Ya Boy;['hyphy']
475;John Brown;['album rock', 'heartland rock', 'mellow gold']
476;Virtue;['gospel', 'praise']
477;Martin Sexton;['folk']
478;Eberhard Weber;['contemporary jazz', 'dark jazz', 'fourth world', 'german jazz', 'jazz double bass', 'jazz fusion']
479;Justin Timberlake;['dance pop', 'pop']
480;YGGDRASIL;['folk metal', 'viking metal']
481;Rusted Shut;['noise punk']
482;Georgia Satellites;['album rock', 'blues-rock', 'classic rock', 'pub rock', 'rock', 'roots rock', 'southern rock']
483;Clarence Gatemouth Brown;['blues', 'memphis blues', 'modern blues', 'texas blues', 'traditional blues']
484;Lorna;['brutal deathcore', 'death core', 'melodic metalcore', 'progressive deathcore']
485;Chops;['brass band']
486;Shinehead;['reggae fusion', 'uk reggae']
487;Vincenzo Bellini;['classical', 'early music', 'early romantic era', 'italian opera']
488;Utopia;['art rock', 'symphonic rock']
489;Daddy Yankee;['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']
490;The Raconteurs;['alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern alternative rock', 'modern blues', 'modern rock', 'post-grunge', 'rock']
491;Eagles;['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']
492;Dolly Parton;['country', 'country dawn', 'traditional country']
493;Del The Funky Homosapien;['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']
494;Madilu System;['african gospel', 'azontobeats', 'makossa', 'soukous']
495;Albert Collins;['blues', 'blues-rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']
496;MyKungFu;['swiss rock']
497;Nightfall;['tracestep']
498;Gene Clark;['alternative country', 'art rock', 'country rock', 'experimental', 'folk', 'folk rock', 'jangle pop', 'neo-psychedelic', 'power pop', 'psychedelic rock', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']
499;Rev. Timothy Wright;['gospel']
500;Sonora Santanera;['bolero', 'cumbia', 'grupera', 'latin pop', 'mariachi', 'ranchera', 'rock en espanol']
501;Aleks Syntek;['grupera', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']
502;Inspiral Carpets;['britpop', 'dream pop', 'madchester']
503;Dynamix;['electro']
504;Robin Beanland;['video game music']
505;Capleton;['dancehall', 'lovers rock', 'reggae', 'roots reggae']
506;Twin Atlantic;['british alternative rock', 'modern alternative rock', 'scottish rock']
507;Bounty Killer;['dancehall', 'lovers rock', 'reggae fusion', 'riddim', 'roots reggae']
508;Simon Harris;['hip house']
509;Kristine W.;['diva house', 'tribal house', 'vocal house']
510;Scar Symmetry;['groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'progressive metal', 'swedish metal']
511;Kid Sister;['bmore']
512;Lord Sterling;['hard stoner rock']
513;Gran Coquivacoa;['classic venezuelan pop']
514;Clifton Chenier;['swamp pop', 'zydeco']
515;Bersuit Vergarabat;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
516;Michal;['glitch hop']
517;Leaders Of The New School;['east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']
518;The Beatles;['british invasion', 'merseybeat', 'psychedelic rock', 'rock']
519;King Tee;['gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'west coast rap']
520;Cyndi Wang;['mandopop']
521;Paul Taylor;['smooth jazz']
522;Susana Seivane;['galician folk', 'spanish folk']
523;Plasmatics;['punk']
524;Far Too Jones;['modern uplift']
525;Alberto Cortez;['bolero', 'cantautor', 'nueva cancion', 'ranchera', 'trova']
526;Helen Love;['twee pop', 'welsh rock']
527;Bob Dylan;['album rock', 'classic rock', 'folk', 'folk rock', 'folk-pop', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']
528;Johnny Otis;['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll']
529;Alkonost;['folk metal', 'russian metal', 'slavic folk metal', 'slavic metal', 'viking metal']
530;Lou Ann Barton;['texas blues']
531;Wailing Souls;['dancehall', 'dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae']
532;The Sugarhill Gang;['east coast hip hop', 'electro', 'funk', 'hip hop', 'old school hip hop', 'rap']
533;Mr. Lif;['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'turntablism', 'underground rap']
534;Cornell Campbell;['dancehall', 'dub', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'uk dub']
535;Jackie Wilson;['adult standards', 'brill building pop', 'chicago soul', 'christmas', 'classic soul', 'disco', 'lounge', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']
536;Long Beach Dub Allstars;['reggae rock', 'ska', 'ska punk']
537;Gathering;['gothic metal', 'gothic symphonic metal', 'progressive metal', 'symphonic metal']
538;Samba Mapangala and Orchestra Virunga;['benga', 'soukous']
539;God Lives Underwater;['industrial metal', 'industrial rock']
540;Grachan Moncur III;['avant-garde jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz trombone']
541;Rhian Sheehan;['compositional ambient', 'oceania soundtrack']
542;David & Steve Gordon;['healing', 'meditation', 'native american', 'new age']
543;Kirk Franklin;['gospel']
544;Chatelaine;['chanson quebecois']
545;Tad;['grunge', 'post-hardcore']
546;Death From Above 1979;['alternative dance', 'alternative rock', 'canadian rock', 'dance-punk', 'garage rock', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'punk blues']
547;David Hudson;['didgeridoo']
548;Dimitri Tiomkin;['classic soundtrack']
549;Abysmal Dawn;['brutal death metal', 'death metal', 'deathgrind', 'technical brutal death metal', 'technical death metal']
550;J.J. Cale;['blues', 'blues-rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']
551;A Different Breed of Killer;['death core', 'melodic metalcore']
552;Sleepy D;['bay area hip hop', 'hyphy', 'west coast trap']
553;Roy Rogers;['cowboy western', 'traditional country', 'western swing']
554;A Tribe Called Quest;['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'pop rap', 'rap']
555;Spooky Tooth;['blues-rock', 'british blues', 'classic rock', 'psychedelic blues-rock', 'psychedelic rock', 'symphonic rock']
556;Les Hurlements D'leo;['french folk pop', 'french reggae', 'french rock', 'gypsy punk']
557;Gary Morris;['nashville sound']
558;Bob Willis;['cowboy western', 'western swing']
559;Adrenaline;['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']
560;Oscar Castro-Neves;['bossa nova']
561;The Last Days Of Jesus;['gothic rock']
562;Memphis Jug Band;['appalachian folk', 'blues', 'jug band', 'memphis blues', 'traditional blues']
563;Pedro Luis e a Parede;['brazilian indie']
564;Irma Thomas;['classic soul', 'louisiana blues', 'new orleans blues', 'soul', 'southern soul']
565;Pamelo Mounk'a;['makossa', 'soukous']
566;The B-52's;['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']
567;Tones On Tail;['dance rock', 'dark wave', 'gothic rock', 'industrial', 'industrial rock', 'new wave', 'post-punk', 'uk post-punk']
568;Broadcast;['environmental', 'sleep']
569;Busdriver;['abstract hip hop', 'alternative hip hop', 'escape room']
570;THE AD LIBS;['brill building pop']
571;Koffi Olomide;['african gospel', 'afropop', 'azontobeats', 'soukous']
572;Agnostic Front;['crossover thrash', 'hardcore', 'hardcore punk', 'oi', 'punk', 'rap metal', 'straight edge']
573;Mathey;['coupe decale', 'makossa', 'zouglou']
574;Miguel Gallardo;['bolero']
575;Mayday;['pop emo', 'pop punk', 'pop rock', 'screamo']
576;Attack Attack;['big beat', 'downtempo', 'electronic', 'nu jazz', 'trip hop']
577;Vixen;['glam metal', 'hard rock', 'sleaze rock']
578;Oui Oui;['lo-fi beats']
579;Rihanna;['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']
580;Emeneya;['african gospel', 'soukous']
581;The Jeff Healey Band;['blues-rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues', 'southern rock']
582;Radney Foster;['outlaw country', 'red dirt', 'texas country']
583;Isaacs;['brazilian reggae', 'dancehall', 'dub', 'lovers rock', 'reggae', 'roots reggae']
584;Percy Faith And His Orchestra;['adult standards', 'ballroom', 'christmas', 'easy listening', 'lounge']
585;Cockney Rejects;['oi', 'punk']
586;Conway Twitty;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
587;Washboard Sam;['chicago blues', 'traditional blues']
588;Die Fantastischen Vier;['german hip hop', 'german pop', 'german rock']
589;Molesta Ewenement;['polish hip hop']
590;Lesley Gore;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'classic girl group', 'folk rock', 'merseybeat', 'motown', 'rock-and-roll']
591;Kary Ng;['c-pop', 'cantopop', 'mandopop']
592;The Misfits;['horror punk']
593;Diesel Boy;['melodic hardcore', 'punk', 'ska punk', 'skate punk']
594;Los Fabulosos;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
595;Justin;['canadian pop', 'dance pop', 'pop', 'post-teen pop']
596;J. Peter Robinson;['british soundtrack']
597;Alturas;['andean']
598;Ray Price;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
599;Guitar Shorty;['blues', 'blues-rock', 'electric blues', 'modern blues', 'power blues-rock', 'texas blues']
