;artist;genre
1356;Bessie Smith;['blues', 'cabaret', 'jazz blues', 'traditional blues', 'vocal jazz']
1357;Youves;['math pop']
1358;Commander Cody And His Lost Planet Airmen;['country rock', 'southern rock']
1359;Antonis Remos;['entehno', 'laiko']
1360;Yahir;['grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']
1361;Maurane;['chanson', 'french pop']
1362;Don & Juan;['doo-wop']
1363;Vulgar Pigeons;['necrogrind']
1364;Aesop Rock;['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop']
1365;Stille Volk;['medieval folk']
1366;Terry Muska;['rumba']
1367;Diego Verdaguer;['banda', 'bolero', 'grupera', 'latin', 'latin pop', 'mariachi', 'ranchera', 'regional mexican']
1368;The Pharcyde;['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'rap', 'southern hip hop', 'west coast rap']
1369;Happy Mondays;['acid house', 'big beat', 'britpop', 'dance rock', 'electronic', 'madchester', 'new wave', 'uk post-punk']
1370;Los Hispanos;['classic colombian pop', 'cumbia']
1371;Eighteen Visions;['christian hardcore', 'mathcore', 'melodic metalcore', 'metalcore']
1372;Forensics;['dubstep']
1373;Enthroned;['black metal', 'dark black metal', 'pagan black metal', 'symphonic black metal', 'technical black metal']
1374;Sophie B. Hawkins;['lilith', 'new wave pop', 'pop rock']
1375;Frankie J;['dance pop', 'pop rap', 'r&b', 'urban contemporary']
1376;Blind Boy Fuller;['acoustic blues', 'blues', 'country blues', 'piedmont blues', 'traditional blues']
1377;Al Di Meola;['flamenco', 'flamenco guitar', 'jazz fusion', 'jazz guitar']
1378;Mister Ries;['ghettotech']
1379;Johnny Daye;['memphis soul']
1380;Bill Perkins;['jazz saxophone']
1381;Tom Petty And The Heartbreakers;['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']
1382;Aiden;['horror punk', 'screamo']
1383;Judas Iscariot;['atmospheric black metal', 'avantgarde metal', 'black death', 'black metal', 'dark black metal', 'pagan black metal', 'symphonic black metal', 'usbm', 'voidgaze']
1384;Jonn Serrie;['ambient', 'drift', 'fourth world']
1385;Nicole C. Mullen;['ccm', 'christian alternative rock', 'christian music', 'worship']
1386;Vaselines;['alternative rock', 'c86', 'indie rock', 'lo-fi', 'post-punk', 'scottish indie', 'scottish rock', 'twee pop', 'uk post-punk']
1387;Jeremy Fisher;['canadian indie']
1388;Jason Michael Carroll;['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']
1389;KRS-One;['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']
1390;The Police;['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']
1391;Timo Maas;['big beat', 'breakbeat', 'electronic']
1392;Los Abuelos De La Nada;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
1393;Jim Bryson;['canadian indie']
1394;Dark Fortress;['black metal', 'german black metal', 'melodic black metal', 'pagan black metal', 'symphonic black metal', 'viking metal']
1395;TAKARU;['screamo punk']
1396;Georges Parys;['french opera']
1397;Ray Vega;['jazz trumpet']
1398;Sammi Cheng;['c-pop', 'cantopop', 'classic cantopop', 'mandopop']
1399;Groundhogs;['blues-rock', 'british blues', 'canterbury scene', 'classic rock', 'psychedelic blues-rock', 'psychedelic rock', 'pub rock']
1400;Silverstein;['canadian rock', 'emo', 'metalcore', 'pop punk', 'post-hardcore', 'screamo']
1401;Ice Cube;['conscious hip hop', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']
1402;Jackie Edwards;['lovers rock', 'rock steady']
1403;Buzzcocks;['alternative rock', 'dance rock', 'garage rock', 'madchester', 'new wave', 'post-punk', 'power pop', 'pub rock', 'punk', 'uk post-punk']
1404;Jody Bernal;['dutch pop']
1405;Tranzas;['cumbia', 'ecuadorian pop', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']
1406;Maddox Brothers and Rose;['cowboy western', 'western swing']
1407;Tum Tum;['dirty south rap']
1408;Kat DeLuna;['dance pop', 'post-teen pop']
1409;Symphony in Peril;['christian hardcore']
1410;Heavy D;['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'hip pop', 'new jack swing', 'old school hip hop', 'quiet storm', 'rap', 'urban contemporary']
1411;Max Melvin;['chill lounge', 'deep chill', 'relaxative']
1412;Slackbaba;['ambient psychill', 'psychill']
1413;Delta 9;['gabba', 'hardcore techno', 'speedcore']
1414;Gabriel Yared;['classic soundtrack', 'french soundtrack', 'scorecore', 'soundtrack']
1415;George Harrison;['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']
1416;SKYCLAD;['bow pop', 'celtic metal', 'folk metal', 'viking metal']
1417;Ghetto Mafia;['dirty texas rap']
1418;Muzsikas;['magyar']
1419;Benga;['bass music', 'dubstep']
1420;Badmarsh & Shri;['world fusion']
1421;Taylor Swift;['dance pop', 'pop', 'post-teen pop']
1422;Nicolas Bacchus;['french folk pop']
1423;Solomon;['brill building pop', 'classic soul', 'funk', 'lgbtq+ hip hop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'soul blues', 'southern soul', 'vocal jazz']
1424;Pursuit Of Happiness;['canadian indie', 'canadian rock']
1425;Juana Molina;['argentine indie', 'experimental pop', 'freak folk']
1426;Roger Williams;['adult standards', 'ballroom', 'christmas', 'easy listening', 'lounge']
1427;Equilibrium;['folk metal', 'german metal', 'melodic death metal', 'neue deutsche harte', 'power metal', 'viking metal']
1428;Three 6 Mafia;['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
1429;Elton Britt;['cowboy western', 'western swing']
1430;Eno;['ambient', 'art rock', 'compositional ambient', 'drone', 'fourth world', 'glam rock', 'minimal']
1431;Mikey Dread;['dancehall', 'dub', 'reggae', 'roots reggae', 'uk dub']
1432;Konstantinos Galanos;['laiko']
1433;Paul Stanley;['glam metal', 'hard rock']
1434;Hawkshaw Hawkins;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
1435;V V Brown;['metropopolis']
1436;Maria Bamford;['comedy', 'comic']
1437;Ronnie Milsap;['country', 'country gospel', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']
1438;Chaka Demus & Pliers;['dancehall', 'funana', 'lovers rock', 'reggae']
1439;Quinteto Violado;['choro', 'forro', 'velha guarda']
1440;ATB;['german techno', 'progressive trance', 'trance', 'uplifting trance']
1441;David Meece;['christian music', 'deep christian rock']
1442;The Reverend Peyton's Big Damn Band;['roots rock']
1443;The Fray;['neo mellow', 'piano rock', 'pop', 'pop rock']
1444;Fastway;['album rock', 'glam metal', 'hard rock', 'nwobhm']
1445;Sick Of It All;['crossover thrash', 'hardcore', 'melodic hardcore', 'punk', 'rap metal', 'rap rock', 'skate punk', 'straight edge']
1446;Robben Ford;['blues-rock', 'electric blues', 'jazz blues', 'jazz fusion', 'modern blues', 'soul blues', 'southern rock']
1447;Shelly Manne;['cool jazz', 'jazz drums']
1448;Samba Trio;['bossa nova']
1449;Johnny Kidd And The Pirates;['british invasion', 'merseybeat', 'rock-and-roll', 'rockabilly']
1450;Constance Demby;['ambient', 'healing', 'meditation', 'new age']
1451;Alacranes Musical;['banda', 'cumbia', 'duranguense', 'grupera', 'norteno', 'regional mexican']
1452;Wes King;['deep christian rock']
1453;Irwin Goodman;['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'finnish pop', 'iskelma', 'suomi rock']
1454;The Last;['garage rock', 'indie rock', 'modern rock', 'new rave', 'rock', 'sheffield indie']
1455;Charlie Rich;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
1456;Walter Trout;['blues', 'blues-rock', 'classic rock', 'electric blues', 'modern blues']
1457;Hot Tuna;['blues-rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'jam band', 'psychedelic rock', 'roots rock', 'southern rock']
1458;The Oak Ridge Boys;['country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']
1459;Jo Privat;['accordion']
1460;Mystic Rhythms Band;['world chill']
1461;SUE THOMPSON;['brill building pop', 'merseybeat', 'rock-and-roll']
1462;STEVE CAMP;['deep christian rock']
1463;Red Hot Chili Peppers;['alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']
1464;Amil;['hip pop']
1465;NOFX;['melodic hardcore', 'pop punk', 'punk', 'skate punk']
1466;Blink-182;['modern rock', 'pop punk', 'punk']
1467;Big Audio Dynamite;['dance rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'power pop']
1468;Avril Lavigne;['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']
1469;Tiny Tim;['outsider']
1470;Bill Engvall;['comedy', 'comic']
1471;Los Fabulosos Cadillacs;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
1472;Caballo Dorado;['cumbia', 'grupera', 'regional mexican']
1473;Jason Mraz;['acoustic pop', 'neo mellow', 'pop', 'pop rock']
1474;The Fureys;['celtic', 'irish country', 'irish folk']
1475;Alfredo Kraus;['classical tenor', 'opera', 'spanish classical']
1476;Motograter;['alternative metal', 'groove metal', 'industrial metal', 'nu metal', 'rap metal', 'rap rock']
1477;The Cars;['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']
1478;Julie Zenatti;['french pop']
1479;Percy Mayfield;['blues', 'jazz blues', 'rhythm and blues']
1480;Warren Barfield;['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']
1481;Tito Allen;['boogaloo', 'salsa international']
1482;Between The Buried And Me;['death core', 'djent', 'jazz metal', 'mathcore', 'melodic metalcore', 'progressive metal']
1483;Joe Rogan;['comedy', 'comic']
1484;Future Leaders of the World;['alternative metal', 'grunge pop', 'nu metal', 'post-grunge']
1485;Jimmie Davis;['cowboy western', 'nashville sound', 'traditional country', 'western swing']
1486;Julio Iglesias Jr.;['spanish pop rock']
1487;Manuel & The Music Of The Mountains;['adult standards', 'ballroom', 'christmas', 'easy listening', 'lounge', 'operatic pop', 'romantico']
1488;Enrique Iglesias;['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']
1489;Phantom Planet;['pop rock']
1490;Roj;['hauntology']
1491;Commander Cody & His Lost Planet Airmen;['country rock', 'southern rock']
1492;Laurie Berkner;"[""children's music"", 'kids dance party']"
1493;Don Gibson;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'rockabilly', 'traditional country', 'western swing']
1494;Gus Viseur;['accordion', 'gypsy jazz']
1495;Grupo Sierra Maestra;['cuban rumba', 'mambo']
1496;Rubyhorse;['grunge pop']
1497;Oceansize;['post-rock']
1498;Lady Saw;['dancehall', 'reggae fusion', 'riddim', 'roots reggae', 'soca']
1499;Nazz;['freakbeat']
1500;QBO;['latin alternative', 'latin metal', 'mexican metal', 'mexican rock', 'rock en espanol']
1501;Brownie McGhee;['acoustic blues', 'blues', 'country blues', 'piedmont blues', 'traditional blues']
1502;Janitor Joe;['noise punk']
1503;JK;['k-hop']
1504;Roger Subirana;['commons']
1505;Mario Piu;['hard house']
1506;The Disposable Heroes Of Hiphoprisy;['conscious hip hop']
1507;Willie Rosario;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'salsa international', 'tropical']
1508;Bruford;['art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'symphonic rock']
1509;Herbert  von Karajan;['classical', 'classical performance', 'orchestral performance']
1510;Pink Floyd;['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']
1511;Barbarito Diez;['bolero', 'cuban rumba', 'mambo']
1512;Neil Sedaka;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'rockabilly']
1513;Kenny G;['smooth jazz']
1514;Geier Sturzflug;['classic schlager', 'discofox', 'german rock', 'neue deutsche welle']
1515;Sade;['neo soul', 'r&b']
1516;Aisha Duo;['mallet']
1517;Home Town Hero;['grunge pop']
1518;Charly Garcia;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
1519;Gob;['canadian indie', 'canadian punk', 'pop punk', 'punk', 'skate punk', 'vancouver punk']
1520;MC5;['blues-rock', 'classic garage rock', 'experimental rock', 'garage rock', 'post-punk', 'protopunk', 'psychedelic rock', 'pub rock', 'punk', 'punk blues']
1521;Kim Wilson;['blues', 'electric blues', 'harmonica blues', 'modern blues', 'texas blues']
1522;Petra;['ccm', 'christian alternative rock', 'christian metal', 'christian music', 'christian rock', 'deep christian rock', 'rock cristiano', 'worship']
1523;Love Jones;['louisville indie', 'lounge']
1524;G-Unit;['dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
1525;Johnny Pearson;['library music', 'spytrack']
1526;Gail Davies;['deep contemporary country']
1527;Lady GaGa;['dance pop', 'pop', 'post-teen pop']
1528;New Direction;['gospel']
1529;Ndala Kasheba;['benga', 'soukous']
1530;Tampa Red;['acoustic blues', 'blues', 'chicago blues', 'country blues', 'traditional blues']
1531;DJ Phiene;['ghettotech']
1532;Michelle Tumes;['christian music']
1533;Charles Aznavour;['chanson']
1534;Stephen Marley;['dancehall', 'reggae', 'roots reggae']
1535;Orquesta Romantica de La Habana;['romantico']
1536;Lifehouse;['alternative metal', 'neo mellow', 'pop', 'pop rock', 'post-grunge']
1537;themselves;['abstract hip hop']
1538;"The Clancy Brothers;Tommy Makem";['celtic', 'irish folk']
1539;Grandmaster Flash;['electro', 'hip hop', 'old school hip hop']
1540;Djelimady Tounkara;['afropop', 'mande pop', 'world']
1541;From Autumn To Ashes;['melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']
1542;Shai Hulud;['christian hardcore', 'mathcore', 'melodic hardcore', 'melodic metalcore', 'straight edge']
1543;Angel Romero;['classical guitar']
1544;[kaleidoskop];['austrian hip hop']
1545;Lole y Manuel;['flamenco', 'flamenco guitar', 'rumba']
1546;Commissioned;['gospel']
1547;Nana Mouskouri;['chanson', 'entehno', 'operatic pop']
1548;Dann Huff;['metal guitar']
1549;Bob Marley;['reggae', 'roots reggae']
1550;Dave Weckl;['jazz drums', 'jazz electric bass', 'jazz funk', 'jazz fusion']
1551;Nirvana;['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']
1552;Buddy Jewell;['contemporary country', 'country', 'country road']
1553;Brainchoke;['necrogrind']
1554;Najoua Belyzel;['french pop']
1555;Ray Charles;['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']
1556;20/20;['dirty south rap', 'pop rap', 'southern hip hop']
1557;Estrellas Cubanas;['cuban rumba']
1558;Brian Littrell;['ccm', 'christian alternative rock', 'christian music', 'worship']
1559;Doc & Merle Watson;['appalachian folk', 'bluegrass', 'folk', 'old-time', 'progressive bluegrass', 'traditional folk']
1560;Fulanito;['latin', 'latin hip hop', 'merengue', 'merengue tipico', 'tropical']
1561;Pearl Jam;['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']
1562;Weezer;['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'post-grunge', 'rock']
1563;The Cardigans;['dance pop', 'electronic', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'swedish pop']
1564;Don Davis;['scorecore', 'soundtrack', 'video game music']
1565;Niraj Chag;['world fusion']
1566;Howie Day;['acoustic pop', 'neo mellow', 'pop rock']
1567;Sukhwinder Singh;['desi', 'filmi', 'indian pop', 'modern bollywood', 'sufi']
1568;Jaime Urrutia;['cantautor', 'spanish new wave', 'spanish pop']
1569;Lighthouse Family;['europop', 'neo mellow', 'new wave pop', 'pop rock']
1570;Charlie McCoy;['harmonica blues']
1571;Emilio;['soul flow']
1572;Carlos Ponce;['latin', 'latin pop']
1573;Hadag Nahash;['hebrew pop', 'israeli hip hop', 'israeli mediterranean', 'israeli pop', 'mizrahi']
1574;The Berzerker;['deathgrind', 'goregrind']
1575;City High;['hip pop']
1576;Los Salvajes;['cubaton', 'pop reggaeton']
1577;The Primitives;['c86', 'candy pop', 'twee pop']
1578;Sugarman Three;['deep funk', 'funk']
1579;Gertrudis;['cantautor', 'rock catala', 'rumba', 'rumba catalana']
1580;Thomas Dolby;['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'steampunk', 'synthpop', 'zolo']
1581;Porno For Pyros;['alternative rock', 'funk metal', 'funk rock', 'grunge', 'post-grunge', 'rock']
1582;James Ingram;['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']
1583;Hal Russell;['jazz vibraphone']
1584;Steve Riley & The Mamou Playboys;['swamp pop', 'zydeco']
1585;Jimi Hendrix;['album rock', 'blues-rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']
1586;Orquesta Aragon;['bolero', 'boogaloo', 'cuban rumba', 'latin jazz', 'mambo']
1587;Barbara Jones;['lovers rock']
1588;Coco Montoya;['blues', 'blues-rock', 'electric blues', 'modern blues', 'southern rock']
1589;Grandpa Jones;['banjo', 'bluegrass', 'country gospel', 'cowboy western', 'traditional country', 'western swing']
1590;Eric Champion;['deep christian rock']
1591;Mustafa Sandal;['turkish pop']
1592;Kenny Neal;['blues', 'electric blues', 'louisiana blues', 'modern blues', 'power blues-rock', 'swamp blues']
1593;The Grip Weeds;['power pop', 'underground power pop']
1594;Organ Donors;['hard house']
1595;Kaskaad;['cinematic dubstep']
1596;Dead Hearts;['melodic hardcore']
1597;Chico;['bebop', 'contemporary post-bop', 'hard bop', 'jazz drums', 'jazz funk', 'soul jazz']
1598;The Incurables;['stl indie']
1599;The Game;['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']
1600;Chuck Wicks;['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock']
1601;Gordon MacRae;['show tunes']
1602;Kraftwerk;['art pop', 'art rock', 'dance rock', 'electro', 'electronic', 'german techno', 'krautrock', 'new romantic', 'new wave', 'synthpop']
1603;Mish Mash;['disco house', 'vocal house']
1604;Doug Sahm;['alternative country', 'country rock', 'outlaw country', 'pub rock', 'roots rock', 'swamp pop', 'texas country', 'western swing']
1605;Flora Purim;['bossa nova', 'jazz funk', 'jazz fusion']
1606;Sonic Subjunkies;['digital hardcore', 'german techno']
1607;Edith Lefel;['zouk', 'zouk riddim']
1608;Radiohead;['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']
1609;Lonnie Johnson;['acoustic blues', 'blues', 'country blues', 'jazz blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'traditional blues']
1610;Bloc Party;['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']
1611;Los Chichos;['flamenco', 'pop flamenco', 'rumba', 'spanish pop']
1612;Irish Tenors;['irish folk']
1613;Goldfinger;['pop punk', 'pop rock', 'post-grunge', 'punk', 'ska', 'ska punk', 'skate punk']
1614;Arc Angels;['southern rock']
1615;Rodney O & Joe Cooley;['electro', 'miami bass']
1616;Through the Eyes of the Dead;['death core', 'melodic metalcore', 'technical death metal']
1617;Channel Live;['hardcore hip hop', 'hip hop']
1618;Busta Rhymes;['dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']
1619;Florida Boys;['country gospel', 'southern gospel']
1620;Jay-Z;['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']
1621;SOJA;['jawaiian', 'reggae']
1622;Mohammad Nouri;['classic persian pop']
1623;Sandy Posey;['brill building pop', 'merseybeat']
1624;Eddie Henderson;['jazz funk', 'soul jazz']
1625;Rhian Benson;['neo soul']
1626;Bryan Ferry;['art rock', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']
1627;Paramore;['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']
1628;The Color Red;['grunge pop']
1629;Agnes;['chamber pop', 'focus']
1630;Restless Heart;['country', 'country gospel', 'country rock']
1631;Dead Kennedys;['alternative rock', 'funk rock', 'garage rock', 'hardcore punk', 'punk', 'rock', 'ska punk', 'skate punk']
1632;Way Out West;['electronic', 'nu skool breaks', 'progressive house', 'progressive trance', 'progressive trance house', 'tech house', 'trance', 'uplifting trance']
1633;The Merry Macs;['big band', 'vocal harmony group']
1634;Bloomfield;['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'modern blues', 'psychedelic rock', 'southern rock', 'traditional blues']
1635;THE COOKIES;['brill building pop', 'classic girl group']
1636;Savoy Brown;['blues', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'psychedelic rock', 'southern rock']
1637;Jeff & Sheri Easter;['country gospel', 'southern gospel']
1638;3 Steps Ahead;['gabba', 'happy hardcore', 'hardcore techno']
1639;Soul Asylum;['alternative rock', 'grunge', 'permanent wave', 'pop rock', 'post-grunge', 'rock']
1640;Ben Jelen;['acoustic pop', 'neo mellow', 'piano rock']
1641;Mouth Of The Architect;['atmospheric post-metal', 'post-metal', 'sludge metal']
1642;Eddie Calvert;['easy listening', 'jazz trumpet']
1643;Belle and Sebastian;['alternative rock', 'anti-folk', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'modern rock', 'neo-psychedelic', 'pop rock', 'scottish indie', 'scottish rock', 'twee pop']
1644;Rui Da Silva;['disco house', 'vocal house']
1645;Limbonic Art;['atmospheric black metal', 'black metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal', 'viking metal']
1646;Aerosmith;['album rock', 'classic rock', 'hard rock', 'rock']
1647;Mastodon;['alternative metal', 'groove metal', 'hard rock', 'metal', 'modern rock', 'nu metal', 'post-grunge', 'progressive metal', 'rock', 'sludge metal', 'stoner metal']
1648;Tullycraft;['c86', 'twee pop']
1649;DJ Quik;['chicano rap', 'dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']
1650;Akon;['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap']
1651;Talib Kweli;['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'southern hip hop']
1652;La Charanga Rubalcaba;['cuban rumba']
1653;Matisyahu;['reggae fusion']
1654;The King Sisters;['vocal harmony group']
1655;Zebra;['escape room', 'lgbtq+ hip hop', 'shimmer pop', 'vogue']
1656;Handsome Boy Modeling School;['alternative hip hop', 'hip hop', 'ninja', 'trip hop', 'turntablism']
1657;Eddie Boyd;['blues', 'chicago blues', 'electric blues', 'piano blues', 'traditional blues']
1658;Cradle Of Filth;['alternative metal', 'black metal', 'british black metal', 'gothic metal', 'groove metal', 'melodic death metal', 'metal', 'nu metal', 'symphonic black metal']
1659;Tantric;['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']
1660;Milo;['alternative hip hop', 'escape room']
1661;Jeremy Spencer;['british blues']
1662;Slightly Stoopid;['jam band', 'reggae fusion', 'reggae rock']
1663;Slim Whitman;['christmas', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
1664;Daniel Chan;['c-pop', 'cantopop', 'classic mandopop', 'mandopop']
1665;Mongo Santamaria;['boogaloo', 'cuban rumba', 'latin jazz', 'mambo']
1666;DAVE MATTHEWS BAND;['jam band', 'neo mellow', 'pop rock']
1667;Koordinate Of Wonders;['ambient idm']
1668;Debbie Davies;['electric blues', 'modern blues', 'power blues-rock']
1669;The Chi-Lites;['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']
1670;Tony Matterhorn;['dancehall', 'riddim', 'soca']
1671;The Gaskets;['rva indie']
1672;THE CHIFFONS;['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'folk rock', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly']
1673;Vulture Industries;['jazz metal']
1674;Marlene Dietrich;['cabaret', 'vintage schlager']
1675;Rita Chiarelli;['canadian blues']
1676;BeauSoleil;['swamp pop', 'zydeco']
1677;Randy Travis;['contemporary country', 'country', 'country gospel', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'traditional country']
1678;Marc Et Claude;['bubble trance', 'german techno']
1679;The Waybacks;['bluegrass', 'progressive bluegrass']
1680;Bobby Vee;['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']
1681;Kekele;['afropop', 'mande pop', 'soukous', 'world']
1682;The Highwaymen;['country rock', 'nashville sound', 'outlaw country', 'traditional country']
1683;Karan Casey;['celtic', 'irish folk']
1684;Acorps de Rue;['french folk pop']
1685;Erik Hassle;['electropop', 'swedish idol pop', 'swedish pop']
1686;Martin Denny;['adult standards', 'easy listening', 'exotica', 'lounge']
1687;Noah Lewis;['country blues', 'harmonica blues', 'memphis blues']
1688;R.E.M.;['alternative rock', 'permanent wave', 'pop rock', 'rock']
1689;Oscar Pettiford;['bebop', 'cool jazz', 'hard bop', 'jazz double bass']
1690;Major Lance;['beach music', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'northern soul', 'rhythm and blues', 'soul']
1691;Pee Wee Crayton;['blues', 'rhythm and blues', 'texas blues']
1692;Los Rumberos Catalanes;['rumba catalana']
1693;Dobby Dobson;['lovers rock', 'rock steady']
1694;Story Of The Year;['alternative metal', 'emo', 'nu metal', 'pop punk', 'post-grunge', 'post-hardcore', 'rap metal', 'rap rock', 'screamo']
1695;Simple Minds;['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']
1696;Less Than Jake;['modern ska punk', 'pop punk', 'pop rock', 'punk', 'ska', 'ska punk', 'skate punk']
1697;Stellar Kart;['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']
1698;Stanley Clarke;['jazz electric bass', 'jazz funk', 'jazz fusion']
1699;Eric Demarsan;['french soundtrack']
1700;Novaspace;['bubble trance', 'bubblegum dance', 'eurodance', 'hands up']
1701;Sonny Terry & Brownie McGhee;['acoustic blues', 'blues', 'traditional blues']
1702;Billy Walker;['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']
1703;Thriller U;['dancehall', 'deep ragga', 'lovers rock']
1704;Del Tha Funkee Homosapien;['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']
1705;Evolution;['focus']
1706;Connie Smith;['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']
1707;Bad Religion;['pop punk', 'punk', 'skate punk']
1708;Mariah Carey;['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']
1709;Catherine Howe;['british folk']
1710;Sonny Terry;['acoustic blues', 'blues', 'country blues', 'harmonica blues', 'piedmont blues', 'traditional blues']
